"Jan 26, 2021, 12 AMEDT",2.15,2.38,+10.59,"Oct 27, 2020, 12 AMEDT",2.26,2.43,+7.38,"Jul 28, 2020, 12 AMEDT",1.8,1.78,-1.17,"Apr 28, 2020, 12 AMEDT",2.03,2.16,+6.3
"Feb 02, 2021, 12 AMEDT",3.73,3.48,-6.73,"Oct 21, 2020, 12 AMEDT",3.47,3.76,+8.48,"Jul 22, 2020, 12 AMEDT",0.35,0.4,+13.31,"Apr 21, 2020, 12 AMEDT",2.91,3.08,+5.84
"Feb 02, 2021, 12 AMEDT",2.82,3.18,+12.65,"Oct 27, 2020, 12 AMEDT",2.19,2,-8.76,"Jul 28, 2020, 12 AMEDT",-0.66,-0.56,+15.02,"Apr 21, 2020, 12 AMEDT",2.57,2.68,+4.4
"Jan 29, 2021, 12 AMEDT",0.52,0.53,+1.15,"Oct 29, 2020, 12 AMEDT",0.67,0.7,+3.86,"Jul 31, 2020, 12 AMEDT",0.63,0.77,+21.84,"Apr 30, 2020, 12 AMEDT",0.77,0.83,+7.24
"Feb 04, 2021, 12 AMEDT",3.68,3.51,-4.54,"Nov 05, 2020, 12 AMEDT",4.24,4.41,+3.91,"Jul 30, 2020, 12 AMEDT",5.15,5.81,+12.82,"Apr 30, 2020, 12 AMEDT",4.35,4.69,+7.82
"Feb 10, 2021, 12 AMEDT",1.19,1.61,+35.41,"Oct 26, 2020, 12 AMEDT",0.33,0.39,+18.54,"Jul 27, 2020, 12 AMEDT",0.39,0.44,+13.7,"Apr 27, 2020, 12 AMEDT",1.05,0.84,-19.62
"Mar 17, 2021, 12 AMEDT",2.22,2.37,+7,"Dec 22, 2020, 12 AMEDT",2.19,2.62,+19.91,"Sep 23, 2020, 12 AMEDT",2.13,2.78,+30.52,"Jul 23, 2020, 12 AMEDT",1.21,1.35,+11.39
"Feb 08, 2021, 12 AMEDT",0.76,0.79,+4.5,"Nov 12, 2020, 12 AMEDT",0.7,0.76,+7.95,"Aug 12, 2020, 12 AMEDT",0.74,0.8,+8.4,"May 13, 2020, 12 AMEDT",0.69,0.79,+14.16
"Jan 15, 2021, 12 AMEDT",1.34,2.08,+55.46,"Oct 13, 2020, 12 AMEDT",0.93,1.4,+51.35,"Jul 14, 2020, 12 AMEDT",0.28,0.5,+79.86,"Apr 15, 2020, 12 AMEDT",1.04,1.05,+0.57
"Jan 20, 2021, 12 AMEDT",0.91,0.99,+8.67,"Oct 16, 2020, 12 AMEDT",0.74,0.68,-8.11,"Jul 17, 2020, 12 AMEDT",0.08,0.53,+554.32,"Apr 17, 2020, 12 AMEDT",0.38,0.03,-92
"Jan 19, 2021, 12 AMEDT",1.33,1.46,+9.53,"Oct 22, 2020, 12 AMEDT",1.25,1.38,+10.84,"Jul 23, 2020, 12 AMEDT",1.23,1.53,+23.99,"Apr 23, 2020, 12 AMEDT",1.17,1.73,+47.36
"Feb 10, 2021, 12 AMEDT",1.37,1.39,+1.68,"Oct 28, 2020, 12 AMEDT",1.41,1.38,-2.13,"Jul 29, 2020, 12 AMEDT",1.62,1.63,+0.68,"Apr 29, 2020, 12 AMEDT",2.23,2.33,+4.34
"Feb 04, 2021, 12 AMEDT",0.55,0.56,+1.08,"Oct 29, 2020, 12 AMEDT",0.72,0.77,+7.24,"Aug 03, 2020, 12 AMEDT",0.42,0.49,+15.57,"Apr 27, 2020, 12 AMEDT",0.79,0.86,+8.59
"Feb 10, 2021, 12 AMEDT",0.42,0.47,+12.44,"Oct 22, 2020, 12 AMEDT",0.46,0.55,+18.79,"Jul 21, 2020, 12 AMEDT",0.4,0.42,+5,"Apr 21, 2020, 12 AMEDT",0.44,0.51,+14.86
"Feb 03, 2021, 12 AMEDT",0.9,0.67,-25.39,"Oct 28, 2020, 12 AMEDT",0.91,0.97,+7.18,"Jul 29, 2020, 12 AMEDT",0.69,0.82,+18.5,"May 07, 2020, 12 AMEDT",0.92,0.96,+3.9
"Jan 29, 2021, 12 AMEDT",0.76,0.77,+0.79,"Oct 30, 2020, 12 AMEDT",0.7,0.79,+12.54,"Jul 31, 2020, 12 AMEDT",0.7,0.74,+6.47,"May 01, 2020, 12 AMEDT",0.74,0.75,+1.9
"Jan 28, 2021, 12 AMEDT",0.48,0.56,+16.18,"Oct 29, 2020, 12 AMEDT",0.52,0.65,+25.73,"Jul 30, 2020, 12 AMEDT",0.55,0.69,+24.77,"Apr 30, 2020, 12 AMEDT",0.68,0.71,+4.87
"Jan 19, 2021, 12 AMEDT",1.19,1.49,+25.53,"Oct 20, 2020, 12 AMEDT",0.83,1.44,+73.91,"Jul 21, 2020, 12 AMEDT",0.21,0.8,+273.83,"Apr 21, 2020, 12 AMEDT",0.95,-0.46,-148.22
"Jan 07, 2021, 12 AMEDT",0.74,0.81,+10.2,"Oct 01, 2020, 12 AMEDT",0.57,0.7,+21.95,"Jun 30, 2020, 12 AMEDT",0.66,0.75,+14.33,"Mar 31, 2020, 12 AMEDT",0.49,0.47,-3.29
"Feb 02, 2021, 12 AMEDT",-0.28,-0.19,+33.1,"Oct 29, 2020, 12 AMEDT",-0.32,-0.31,+2.52,"Jul 30, 2020, 12 AMEDT",-0.58,-0.92,-59.72,"Apr 30, 2020, 12 AMEDT",0.23,0.45,+95.65
"Feb 18, 2021, 12 AMEDT",0.76,0.75,-0.79,"Nov 05, 2020, 12 AMEDT",1.51,1.48,-1.66,"Aug 06, 2020, 12 AMEDT",0.54,0.6,+11.32,"May 07, 2020, 12 AMEDT",1.4,1.35,-3.85
"Jan 07, 2021, 12 AMEDT",2.39,3.09,+29.23,"Oct 01, 2020, 12 AMEDT",2.51,2.76,+10.09,"Jul 01, 2020, 12 AMEDT",2.01,2.3,+14.37,"Apr 03, 2020, 12 AMEDT",1.65,2.06,+25.08
"Feb 18, 2021, 12 AMEDT",0.79,0.8,+0.76,"Nov 18, 2020, 12 AMEDT",0.71,0.79,+11.42,"Sep 02, 2020, 12 AMEDT",0.38,0.69,+79.69,"May 20, 2020, 12 AMEDT",0.64,0.58,-9.09
"Jan 27, 2021, 12 AMEDT",0.49,0.52,+7.22,"Oct 27, 2020, 12 AMEDT",0.38,0.43,+14.67,"Jul 28, 2020, 12 AMEDT",0.12,0.25,+110.08,"Apr 28, 2020, 12 AMEDT",0.17,0.2,+18.34
"Feb 03, 2021, 12 AMEDT",-0.05,0.04,+176.92,"Nov 04, 2020, 12 AMEDT",-0.42,-0.39,+7.58,"Aug 05, 2020, 12 AMEDT",1.24,1.26,+1.61,"May 06, 2020, 12 AMEDT",0.4,0.59,+47.87
"Mar 04, 2021, 12 AMEDT",2.45,2.14,-12.62,"Dec 10, 2020, 12 AMEDT",2.05,2.3,+12.14,"Sep 24, 2020, 12 AMEDT",2.84,3.04,+7.19,"May 28, 2020, 12 AMEDT",1.95,1.89,-3.03
"Jan 27, 2021, 12 AMEDT",0.63,0.34,-45.69,"Oct 21, 2020, 12 AMEDT",0.51,0.38,-24.75,"Jul 29, 2020, 12 AMEDT",0.5,0.41,-17.67,"Apr 29, 2020, 12 AMEDT",0.49,0.38,-22.13
"Jan 21, 2021, 12 AMEDT",1,1.04,+3.48,"Oct 21, 2020, 12 AMEDT",0.93,0.96,+3.56,"Jul 22, 2020, 12 AMEDT",0.64,0.65,+2.2,"Apr 22, 2020, 12 AMEDT",0.94,1,+6.38
"Feb 04, 2021, 12 AMEDT",2.8,3.36,+20.09,"Oct 27, 2020, 12 AMEDT",2.43,3.57,+47.03,"Jul 28, 2020, 12 AMEDT",0.93,1.95,+110.58,"Apr 28, 2020, 12 AMEDT",2.17,3.18,+46.88
"Feb 16, 2021, 12 AMEDT",1.24,1.3,+5.09,"Nov 06, 2020, 12 AMEDT",1.33,1.66,+24.81,"Aug 05, 2020, 12 AMEDT",1.93,2.64,+36.86,"May 06, 2020, 12 AMEDT",1.63,1.91,+17.39
"Jan 26, 2021, 12 AMEDT",1.69,2.14,+26.78,"Nov 10, 2020, 12 AMEDT",1.76,2.24,+27.56,"Jul 28, 2020, 12 AMEDT",1.31,1.72,+31.8,"Apr 28, 2020, 12 AMEDT",1.12,1.3,+15.97
"Jan 28, 2021, 12 AMEDT",1.87,2.08,+11.17,"Oct 22, 2020, 12 AMEDT",1.36,1.72,+26.19,"Jul 23, 2020, 12 AMEDT",1.09,1.44,+31.87,"May 06, 2020, 12 AMEDT",1.02,1.05,+2.94
"Mar 25, 2021, 12 AMEDT",0.69,0.98,+41.21,"Dec 18, 2020, 12 AMEDT",0.71,0.74,+3.93,"Sep 24, 2020, 12 AMEDT",0.05,0.56,+976.92,"Jun 25, 2020, 12 AMEDT",-1.64,-1.24,+24.62
"Feb 11, 2021, 12 AMEDT",1.87,1.67,-10.74,"Oct 29, 2020, 12 AMEDT",1.44,1.8,+25.09,"Jul 30, 2020, 12 AMEDT",1.3,1.95,+50,"May 05, 2020, 12 AMEDT",1.47,1.83,+24.15
"Feb 19, 2021, 12 AMEDT",2.17,3.87,+78.75,"Nov 25, 2020, 12 AMEDT",1.49,2.39,+60.3,"Aug 21, 2020, 12 AMEDT",1.26,2.57,+103.65,"May 22, 2020, 12 AMEDT",1.62,2.11,+30.25
"Jan 14, 2021, 12 AMEDT",-2.5,-2.53,-1.2,"Oct 13, 2020, 12 AMEDT",-3,-3.3,-10.11,"Jul 14, 2020, 12 AMEDT",-4.07,-4.43,-8.82,"Apr 22, 2020, 12 AMEDT",-0.7,-0.51,+26.72
"Mar 01, 2021, 12 AMEDT",0.64,0.87,+35.73,"Nov 05, 2020, 12 AMEDT",0.32,0.67,+110.69,"Aug 06, 2020, 12 AMEDT",-0.02,-0.18,-650,"May 08, 2020, 12 AMEDT",0.39,0.43,+11.69
"Feb 16, 2021, 12 AMEDT",0.03,-,-100,"Oct 29, 2020, 12 AMEDT",-0.1,-0.04,+58.76,"Aug 04, 2020, 12 AMEDT",-0.26,-0.18,+30.5,"May 05, 2020, 12 AMEDT",-0.22,0.13,+158.56
"Feb 11, 2021, 12 AMEDT",0.92,0.91,-0.55,"Oct 27, 2020, 12 AMEDT",0.65,0.94,+44.62,"Jul 28, 2020, 12 AMEDT",0.35,0.79,+127.01,"Apr 28, 2020, 12 AMEDT",0.14,0.44,+207.69
"Feb 22, 2021, 12 AMEDT",0.81,0.82,+0.74,"Nov 02, 2020, 12 AMEDT",0.37,0.62,+69.4,"Aug 03, 2020, 12 AMEDT",0.02,0.15,+837.5,"May 04, 2020, 12 AMEDT",1.29,1.45,+12.14
"Feb 11, 2021, 12 AMEDT",0.26,0.16,-38.46,"Oct 29, 2020, 12 AMEDT",0.27,-0.14,-152.63,"Jul 30, 2020, 12 AMEDT",0.36,0.2,-43.66,"May 07, 2020, 12 AMEDT",0.46,0.9,+94.38
"Jan 20, 2021, 12 AMEDT",2.42,2.59,+6.89,"Oct 21, 2020, 12 AMEDT",1.56,2.45,+56.65,"Jul 22, 2020, 12 AMEDT",-0.28,-1.2,-321.05,"Apr 22, 2020, 12 AMEDT",0.78,-0.25,-131.93
"Feb 22, 2021, 12 AMEDT",0.72,0.76,+6.15,"Nov 05, 2020, 12 AMEDT",0.66,0.81,+23.66,"Aug 05, 2020, 12 AMEDT",0.71,0.77,+9.22,"May 06, 2020, 12 AMEDT",0.84,0.87,+3.45
"Feb 22, 2021, 12 AMEDT",0.7,0.76,+8.26,"Nov 05, 2020, 12 AMEDT",0.62,0.81,+30.43,"Aug 05, 2020, 12 AMEDT",0.69,0.77,+11.11,"May 06, 2020, 12 AMEDT",0.83,0.87,+5.45
"Feb 22, 2021, 12 AMEDT",0.75,1.25,+66.22,"Nov 06, 2020, 12 AMEDT",0.7,0.86,+22.33,"Aug 07, 2020, 12 AMEDT",0.59,0.78,+33.33,"May 07, 2020, 12 AMEDT",0.57,0.13,-77.39
"Mar 18, 2021, 12 AMEDT",2.72,2.62,-3.78,"Dec 03, 2020, 12 AMEDT",2,2.31,+15.38,"Aug 27, 2020, 12 AMEDT",2.44,3.12,+27.61,"May 28, 2020, 12 AMEDT",1.74,2.56,+46.87
"Mar 03, 2021, 12 AMEDT",2.11,2.13,+1.09,"Nov 24, 2020, 12 AMEDT",1.15,1.39,+20.45,"Aug 27, 2020, 12 AMEDT",0.92,1.1,+19.7,"May 28, 2020, 12 AMEDT",0.85,1.04,+22.79
"Feb 12, 2021, 12 AMEDT",0.8,0.81,+1.63,"Nov 05, 2020, 12 AMEDT",0.99,1.08,+9.09,"Jul 31, 2020, 12 AMEDT",0.76,0.82,+7.75,"May 05, 2020, 12 AMEDT",1.09,1.09,-0.37
"Feb 25, 2021, 12 AMEDT",3.89,3.85,-1.1,"Oct 08, 2020, 12 AMEDT",2.79,2.49,-10.59,"Jul 16, 2020, 12 AMEDT",2.24,2.99,+33.36,"Apr 23, 2020, 12 AMEDT",2.32,3.07,+32.27
"Jan 28, 2021, 12 AMEDT",1.38,1.55,+12.24,"Oct 20, 2020, 12 AMEDT",1.32,1.6,+20.94,"Jul 22, 2020, 12 AMEDT",0.93,1.13,+22.03,"Apr 21, 2020, 12 AMEDT",1.21,1.39,+14.59
"Jan 28, 2021, 12 AMEDT",0.67,0.81,+20.9,"Oct 22, 2020, 12 AMEDT",0.33,0.5,+49.7,"Jul 23, 2020, 12 AMEDT",-0.3,-0.26,+13.04,"Apr 30, 2020, 12 AMEDT",0.59,0.59,-
"Feb 19, 2021, 12 AMEDT",1.24,1.39,+11.74,"Oct 27, 2020, 12 AMEDT",2.07,2.61,+26.15,"Jul 28, 2020, 12 AMEDT",1.28,1.53,+19.34,"Apr 28, 2020, 12 AMEDT",1.74,1.66,-4.43
"Feb 11, 2021, 12 AMEDT",1.03,1.03,-0.29,"Nov 05, 2020, 12 AMEDT",1.79,1.87,+4.59,"Aug 10, 2020, 12 AMEDT",1.03,1.08,+4.55,"May 12, 2020, 12 AMEDT",1.19,1.14,-4.28
"Jan 27, 2021, 12 AMEDT",0.15,0.45,+192.21,"Oct 28, 2020, 12 AMEDT",0.14,0.19,+35.71,"Jul 29, 2020, 12 AMEDT",0.13,0.11,-12,"Apr 29, 2020, 12 AMEDT",0.1,0.05,-50
"Dec 31, 2020, 12 AMEDT",0.92,0.95,+3.26,"Sep 30, 2020, 12 AMEDT",0.77,0.88,+14.29,"Jun 30, 2020, 12 AMEDT",0.59,0.7,+18.64,"Mar 31, 2020, 12 AMEDT",0.83,0.84,+1.2
"Feb 04, 2021, 12 AMEDT",0.54,0.84,+54.41,"Nov 05, 2020, 12 AMEDT",0.38,0.64,+69.76,"Aug 06, 2020, 12 AMEDT",0.12,0.21,+79.49,"May 28, 2020, 12 AMEDT",0.97,1.2,+23.84
"Jan 28, 2021, 12 AMEDT",1.5,1.69,+12.44,"Oct 29, 2020, 12 AMEDT",1.37,1.57,+14.77,"Aug 03, 2020, 12 AMEDT",1.05,0.85,-19.05,"Apr 30, 2020, 12 AMEDT",1.71,2.03,+18.44
"Feb 02, 2021, 12 AMEDT",1.21,1.28,+6.22,"Nov 03, 2020, 12 AMEDT",1.05,1.18,+12.92,"Jul 29, 2020, 12 AMEDT",0.53,0.7,+32.08,"Apr 30, 2020, 12 AMEDT",1.07,1.09,+1.96
"Feb 03, 2021, 12 AMEDT",0.83,0.86,+3.49,"Oct 28, 2020, 12 AMEDT",0.77,0.85,+9.82,"Jul 28, 2020, 12 AMEDT",1.06,1.08,+2.18,"Apr 29, 2020, 12 AMEDT",0.72,0.77,+7.09
"Feb 16, 2021, 12 AMEDT",1.25,1.23,-1.44,"Oct 27, 2020, 12 AMEDT",1.12,1.15,+2.68,"Jul 28, 2020, 12 AMEDT",0.85,0.65,-23.17,"Apr 28, 2020, 12 AMEDT",1.06,1.13,+6.2
"Feb 25, 2021, 12 AMEDT",1.2,1.19,-0.5,"Oct 27, 2020, 12 AMEDT",1.47,1.67,+13.53,"Jul 28, 2020, 12 AMEDT",1.11,1,-10.23,"Apr 30, 2020, 12 AMEDT",0.79,0.63,-20.25
"Jan 27, 2021, 12 AMEDT",0.53,0.5,-6.02,"Oct 21, 2020, 12 AMEDT",0.44,0.51,+15.12,"Jul 23, 2020, 12 AMEDT",0.17,0.34,+98.83,"Apr 23, 2020, 12 AMEDT",0.45,0.5,+13.03
"Feb 02, 2021, 12 AMEDT",2.96,3.06,+3.38,"Nov 05, 2020, 12 AMEDT",0.03,0.05,+100,"Jul 30, 2020, 12 AMEDT",0.79,1.42,+80.43,"May 05, 2020, 12 AMEDT",0.98,1.08,+10.2
"Feb 02, 2021, 12 AMEDT",0.68,0.83,+21.88,"Nov 03, 2020, 12 AMEDT",0.95,1.1,+16.4,"Aug 04, 2020, 12 AMEDT",0.6,0.8,+34,"Apr 21, 2020, 12 AMEDT",0.74,0.89,+20.6
"Feb 09, 2021, 12 AMEDT",0.41,0.51,+25.93,"Oct 27, 2020, 12 AMEDT",0.24,0.3,+24.48,"Aug 04, 2020, 12 AMEDT",0.14,0.17,+17.24,"May 05, 2020, 12 AMEDT",0.32,0.38,+20.25
"Feb 24, 2021, 12 AMEDT",0.67,0.71,+6.77,"Oct 28, 2020, 12 AMEDT",2.39,2.44,+1.96,"Jul 29, 2020, 12 AMEDT",1.26,1.37,+8.47,"May 11, 2020, 12 AMEDT",0.93,1.14,+23.24
"Feb 25, 2021, 12 AMEDT",0.35,0.71,+100.56,"Nov 05, 2020, 12 AMEDT",0.19,0.43,+128.72,"Aug 06, 2020, 12 AMEDT",-0.05,-0.23,-360,"May 07, 2020, 12 AMEDT",0.66,0.55,-16.41
"Feb 10, 2021, 12 AMEDT",1.83,2,+9.47,"Oct 21, 2020, 12 AMEDT",1.6,1.87,+16.95,"Jul 22, 2020, 12 AMEDT",1.3,1.6,+23.27,"Apr 20, 2020, 12 AMEDT",1.28,1.4,+9.03
"Feb 10, 2021, 12 AMEDT",1.53,0.57,-62.82,"Oct 28, 2020, 12 AMEDT",1.68,0.74,-55.87,"Jul 29, 2020, 12 AMEDT",1.64,1.52,-7.09,"May 06, 2020, 12 AMEDT",1.81,1.38,-23.8
"Feb 10, 2021, 12 AMEDT",0.24,0.68,+188.14,"Oct 27, 2020, 12 AMEDT",0.34,0.24,-29.62,"Jul 28, 2020, 12 AMEDT",0.36,0.7,+95.53,"May 05, 2020, 12 AMEDT",0.33,0.83,+152.28
"Feb 04, 2021, 12 AMEDT",1.01,1.47,+44.83,"Oct 28, 2020, 12 AMEDT",1.05,1.13,+8.03,"Aug 03, 2020, 12 AMEDT",1.08,1.29,+19.78,"May 06, 2020, 12 AMEDT",1.51,4.76,+215.23
"Feb 05, 2021, 12 AMEDT",1.69,2.61,+54.62,"Nov 02, 2020, 12 AMEDT",0.9,1.44,+59.82,"Aug 20, 2020, 12 AMEDT",-0.19,-0.53,-174.61,"May 01, 2020, 12 AMEDT",0.73,0.85,+17.08
"Feb 25, 2021, 12 AMEDT",0.59,1.08,+82.74,"Oct 28, 2020, 12 AMEDT",0.6,0.7,+16.67,"Aug 05, 2020, 12 AMEDT",0.39,0.75,+92.31,"May 06, 2020, 12 AMEDT",0.19,0.1,-47.64
"Feb 08, 2021, 12 AMEDT",-1.16,-1.12,+3.78,"Oct 29, 2020, 12 AMEDT",1.67,2.42,+45.35,"Aug 05, 2020, 12 AMEDT",1.63,2.07,+26.99,"May 06, 2020, 12 AMEDT",3.62,4.03,+11.48
"Feb 26, 2021, 12 AMEDT",0.22,0.28,+27.27,"Nov 05, 2020, 12 AMEDT",1.57,1.73,+10.19,"Aug 05, 2020, 12 AMEDT",0.68,0.68,-0.29,"May 06, 2020, 12 AMEDT",0.42,0.41,-3.3
"Feb 16, 2021, 12 AMEDT",0.85,0.85,-0.23,"Nov 03, 2020, 12 AMEDT",1.02,1.02,-0.2,"Jul 30, 2020, 12 AMEDT",0.76,0.76,-0.52,"May 06, 2020, 12 AMEDT",1.01,1.02,+0.89
"Feb 24, 2021, 12 AMEDT",0.69,0.76,+9.83,"Nov 03, 2020, 12 AMEDT",0.87,1.04,+19.13,"Aug 04, 2020, 12 AMEDT",0.43,0.55,+28.21,"May 08, 2020, 12 AMEDT",0.85,0.87,+2.84
"Feb 11, 2021, 12 AMEDT",-1.97,-2.64,-34.15,"Nov 04, 2020, 12 AMEDT",-0.79,-0.22,+72.22,"Jul 30, 2020, 12 AMEDT",-3.34,-4.09,-22.46,"May 20, 2020, 12 AMEDT",-1.23,-1.83,-49.14
"Feb 16, 2021, 12 AMEDT",1.07,1.16,+8.61,"Nov 03, 2020, 12 AMEDT",0.98,1.12,+13.82,"Aug 04, 2020, 12 AMEDT",0.71,1.09,+52.66,"May 05, 2020, 12 AMEDT",0.64,0.71,+11.46
"Feb 22, 2021, 12 AMEDT",0.9,1.19,+31.78,"Nov 04, 2020, 12 AMEDT",0.79,0.88,+12.1,"Aug 04, 2020, 12 AMEDT",0.73,0.8,+9.59,"May 06, 2020, 12 AMEDT",0.76,0.83,+9.5
"Feb 02, 2021, 12 AMEDT",0.01,0.03,+150,"Oct 30, 2020, 12 AMEDT",-0.25,-0.18,+28.85,"Jul 31, 2020, 12 AMEDT",-0.61,-0.7,-14.38,"May 01, 2020, 12 AMEDT",-,0.53,-
"Jan 26, 2021, 12 AMEDT",2.47,2.59,+5.07,"Oct 26, 2020, 12 AMEDT",2.37,2.43,+2.36,"Jul 27, 2020, 12 AMEDT",2.04,2.18,+7.07,"Apr 27, 2020, 12 AMEDT",1.96,2.23,+13.78
"Jan 27, 2021, 12 AMEDT",3.22,3.88,+20.61,"Oct 29, 2020, 12 AMEDT",1.91,2.71,+42.18,"Jul 30, 2020, 12 AMEDT",1.39,1.8,+29.59,"Apr 29, 2020, 12 AMEDT",1.76,1.71,-2.56
"Jan 20, 2021, 12 AMEDT",0.33,0.34,+3.03,"Oct 13, 2020, 12 AMEDT",0.37,0.38,+1.6,"Jul 14, 2020, 12 AMEDT",0.36,0.42,+16.99,"Apr 14, 2020, 12 AMEDT",0.34,0.35,+2.04
"Feb 11, 2021, 12 AMEDT",0.29,1.22,+317.81,"Nov 05, 2020, 12 AMEDT",0.36,-0.41,-212.95,"Aug 05, 2020, 12 AMEDT",0.55,0.11,-80.11,"May 06, 2020, 12 AMEDT",0.72,0.7,-3.05
"Mar 18, 2021, 12 AMEDT",3.23,3.47,+7.3,"Dec 17, 2020, 12 AMEDT",4.01,4.83,+20.51,"Sep 15, 2020, 12 AMEDT",2.69,4.87,+81.18,"Jun 30, 2020, 12 AMEDT",1.52,2.53,+66.78
"Feb 09, 2021, 12 AMEDT",1.56,1.62,+4.05,"Oct 29, 2020, 12 AMEDT",1.41,1.42,+0.57,"Aug 04, 2020, 12 AMEDT",1.1,1.15,+4.64,"May 07, 2020, 12 AMEDT",1.28,1.28,+0.16
"Jan 21, 2021, 12 AMEDT",0.69,0.78,+13.7,"Oct 22, 2020, 12 AMEDT",0.6,0.78,+30,"Jul 23, 2020, 12 AMEDT",0.2,0.23,+16.16,"Apr 21, 2020, 12 AMEDT",0.33,0.04,-87.77
"Jan 14, 2021, 12 AMEDT",1.52,1.6,+4.99,"Oct 13, 2020, 12 AMEDT",1.39,1.61,+15.91,"Jul 14, 2020, 12 AMEDT",1.17,1.4,+19.97,"Apr 14, 2020, 12 AMEDT",1.02,1.2,+17.99
"Feb 18, 2021, 12 AMEDT",0.47,0.32,-31.33,"Nov 02, 2020, 12 AMEDT",0.79,0.84,+6.06,"Jul 23, 2020, 12 AMEDT",0.54,0.57,+4.97,"Apr 23, 2020, 12 AMEDT",0.63,0.66,+4.6
"Feb 09, 2021, 12 AMEDT",1.29,1.3,+0.7,"Oct 27, 2020, 12 AMEDT",1.16,1.2,+3.63,"Aug 05, 2020, 12 AMEDT",0.93,0.93,-0.11,"May 07, 2020, 12 AMEDT",0.99,0.99,+0.2
"Feb 04, 2021, 12 AMEDT",2.82,3.01,+6.93,"Nov 05, 2020, 12 AMEDT",2.65,2.8,+5.74,"Aug 06, 2020, 12 AMEDT",2.17,2.28,+5.07,"May 07, 2020, 12 AMEDT",2.83,3,+6.04
"Feb 25, 2021, 12 AMEDT",0.62,0.78,+26.01,"Oct 30, 2020, 12 AMEDT",0.55,0.64,+16.79,"Aug 06, 2020, 12 AMEDT",0.52,0.64,+23.55,"May 06, 2020, 12 AMEDT",0.42,0.42,+0.24
"Feb 23, 2021, 12 AMEDT",0.53,0.53,-0.38,"Nov 05, 2020, 12 AMEDT",0.44,0.5,+12.61,"Jul 30, 2020, 12 AMEDT",0.28,0.53,+87.28,"May 07, 2020, 12 AMEDT",0.41,0.21,-48.15
"Feb 09, 2021, 12 AMEDT",1.44,1.42,-1.39,"Nov 02, 2020, 12 AMEDT",1.11,1.22,+9.71,"Aug 04, 2020, 12 AMEDT",1.66,1.72,+3.74,"May 05, 2020, 12 AMEDT",1.78,1.84,+3.43
"Feb 04, 2021, 12 AMEDT",-0.07,0.34,+607.46,"Oct 28, 2020, 12 AMEDT",0.19,0.65,+238.54,"Jul 30, 2020, 12 AMEDT",-1.17,-0.35,+70.19,"Apr 28, 2020, 12 AMEDT",-0.12,-0.23,-88.52
"Feb 04, 2021, 12 AMEDT",0.97,1.06,+9.73,"Oct 29, 2020, 12 AMEDT",0.78,0.88,+13.11,"Aug 06, 2020, 12 AMEDT",0.65,0.82,+25.57,"May 06, 2020, 12 AMEDT",0.51,0.6,+17.88
"Feb 04, 2021, 12 AMEDT",0.62,0.7,+12.72,"Oct 27, 2020, 12 AMEDT",0.85,0.94,+10.46,"Jul 28, 2020, 12 AMEDT",0.58,0.68,+16.84,"Apr 30, 2020, 12 AMEDT",0.71,0.74,+4.82
"Feb 02, 2021, 12 AMEDT",1.17,1.25,+7.3,"Oct 28, 2020, 12 AMEDT",1.06,1.19,+12.26,"Jul 29, 2020, 12 AMEDT",0.6,0.94,+57.98,"Apr 30, 2020, 12 AMEDT",0.67,0.81,+20.72
"Feb 09, 2021, 12 AMEDT",-0.03,0.16,+633.33,"Nov 03, 2020, 12 AMEDT",0.74,1.18,+60.33,"Aug 04, 2020, 12 AMEDT",0.57,0.62,+9.54,"May 06, 2020, 12 AMEDT",0.7,0.93,+32.48
"Feb 09, 2021, 12 AMEDT",-0.15,0.37,+241.93,"Nov 03, 2020, 12 AMEDT",0.76,1.83,+41.53,"Aug 04, 2020, 12 AMEDT",0.58,0.2,-290,"May 06, 2020, 12 AMEDT",0.7,0.13,-538.46
"Feb 02, 2021, 12 AMEDT",0.72,0.73,+1.25,"Oct 27, 2020, 12 AMEDT",0.69,0.56,-18.37,"Jul 28, 2020, 12 AMEDT",0.55,0.7,+28.21,"Apr 30, 2020, 12 AMEDT",0.42,0.66,+57.89
